kind,date,mode_price
だいこん,20220502,981.10645
だいこん,20220506,983.5535
だいこん,20220507,983.2751
だいこん,20220509,983.9329
だいこん,20220510,981.7967
だいこん,20220512,982.03046
だいこん,20220513,980.81805
だいこん,20220514,980.81805
だいこん,20220516,980.81805
だいこん,20220517,980.81805
だいこん,20220519,982.4323
だいこん,20220520,982.4323
だいこん,20220521,982.4323
だいこん,20220523,983.56134
だいこん,20220524,984.93866
だいこん,20220526,984.16846
だいこん,20220527,985.5794
だいこん,20220528,985.5794
だいこん,20220530,983.82
だいこん,20220531,983.82
にんじん,20220502,1251.178
にんじん,20220506,1248.8958
にんじん,20220507,1249.8967
にんじん,20220509,1248.656
にんじん,20220510,1243.4213
にんじん,20220512,1244.124
にんじん,20220513,1244.732
にんじん,20220514,1245.8438
にんじん,20220516,1245.1917
にんじん,20220517,1244.8982
にんじん,20220519,1246.101
にんじん,20220520,1255.5194
にんじん,20220521,1254.2513
にんじん,20220523,1260.4926
にんじん,20220524,1252.9652
にんじん,20220526,1258.7054
にんじん,20220527,1264.7168
にんじん,20220528,1262.6182
にんじん,20220530,1276.267
にんじん,20220531,1273.4128
キャベツ,20220502,912.62225
キャベツ,20220506,900.16144
キャベツ,20220507,897.262
キャベツ,20220509,909.38086
キャベツ,20220510,908.1375
キャベツ,20220512,911.01776
キャベツ,20220513,910.4378
キャベツ,20220514,910.9163
キャベツ,20220516,908.2762
キャベツ,20220517,905.64484
キャベツ,20220519,903.0381
キャベツ,20220520,903.0381
キャベツ,20220521,903.0381
キャベツ,20220523,907.44354
キャベツ,20220524,896.9299
キャベツ,20220526,899.3494
キャベツ,20220527,896.68536
キャベツ,20220528,902.0335
キャベツ,20220530,904.03613
キャベツ,20220531,904.18866
レタス,20220502,2182.2297
レタス,20220506,2190.7615
レタス,20220507,2186.235
レタス,20220509,2180.7214
レタス,20220510,2190.5417
レタス,20220512,2181.4685
レタス,20220513,2034.6847
レタス,20220514,2034.6847
レタス,20220516,2023.6886
レタス,20220517,2023.6886
レタス,20220519,2049.8345
レタス,20220520,2049.8345
レタス,20220521,2049.8345
レタス,20220523,2051.0154
レタス,20220524,2047.5858
レタス,20220526,2061.6992
レタス,20220527,2149.861
レタス,20220528,2153.1516
レタス,20220530,2160.6697
レタス,20220531,2171.5732
はくさい,20220502,1130.2385
はくさい,20220506,1131.624
はくさい,20220507,1129.9495
はくさい,20220509,1135.6718
はくさい,20220510,1136.3333
はくさい,20220512,1118.609
はくさい,20220513,1116.9271
はくさい,20220514,1116.9271
はくさい,20220516,1117.2888
はくさい,20220517,1116.0016
はくさい,20220519,1114.7053
はくさい,20220520,1115.9512
はくさい,20220521,1115.9512
はくさい,20220523,1117.431
はくさい,20220524,1112.4248
はくさい,20220526,1110.3618
はくさい,20220527,1107.882
はくさい,20220528,1107.882
はくさい,20220530,1107.4597
はくさい,20220531,1105.8113
こまつな,20220502,133.59964
こまつな,20220506,133.36453
こまつな,20220507,133.62064
こまつな,20220509,135.49844
こまつな,20220510,135.2736
こまつな,20220512,134.60425
こまつな,20220513,135.11554
こまつな,20220514,135.11554
こまつな,20220516,134.95842
こまつな,20220517,135.82689
こまつな,20220519,134.31516
こまつな,20220520,134.31516
こまつな,20220521,134.31516
こまつな,20220523,134.61435
こまつな,20220524,134.61435
こまつな,20220526,135.5944
こまつな,20220527,135.75293
こまつな,20220528,136.14267
こまつな,20220530,134.47781
こまつな,20220531,134.60127
ほうれんそう,20220502,107.51996
ほうれんそう,20220506,102.21008
ほうれんそう,20220507,102.184044
ほうれんそう,20220509,102.184044
ほうれんそう,20220510,102.190125
ほうれんそう,20220512,102.2573
ほうれんそう,20220513,102.47763
ほうれんそう,20220514,102.47763
ほうれんそう,20220516,102.6404
ほうれんそう,20220517,102.82304
ほうれんそう,20220519,102.891754
ほうれんそう,20220520,102.73102
ほうれんそう,20220521,102.82896
ほうれんそう,20220523,102.81312
ほうれんそう,20220524,102.566795
ほうれんそう,20220526,102.471886
