kind,date,mode_price
だいこん,20220502,994.1294688607201
だいこん,20220506,993.4974708089975
だいこん,20220507,993.7204647708421
だいこん,20220509,993.5813186564654
だいこん,20220510,992.0419790019096
だいこん,20220512,989.8073967588148
だいこん,20220513,989.7786035264741
だいこん,20220514,988.5693842430614
だいこん,20220516,988.4167800227856
だいこん,20220517,988.4167800227856
だいこん,20220519,987.0047905792908
だいこん,20220520,987.0047905792908
だいこん,20220521,986.4670778180408
だいこん,20220523,984.6145016448613
だいこん,20220524,984.6145016448613
だいこん,20220526,984.7390119982487
だいこん,20220527,984.3978312177078
だいこん,20220528,984.3978312177078
だいこん,20220530,983.9808987726796
だいこん,20220531,983.9808987726796
にんじん,20220502,1317.832922534804
にんじん,20220506,1317.832922534804
にんじん,20220507,1317.832922534804
にんじん,20220509,1317.832922534804
にんじん,20220510,1317.832922534804
にんじん,20220512,1315.5470454417384
にんじん,20220513,1313.3918749015813
にんじん,20220514,1313.3918749015813
にんじん,20220516,1311.3312653228788
にんじん,20220517,1311.3312653228788
にんじん,20220519,1310.2361986021347
にんじん,20220520,1309.4140286545914
にんじん,20220521,1308.5470020820087
にんじん,20220523,1307.4422592990543
にんじん,20220524,1306.808535164385
にんじん,20220526,1306.808535164385
にんじん,20220527,1311.7596571641352
にんじん,20220528,1311.7596571641352
にんじん,20220530,1317.4188776098904
にんじん,20220531,1317.4188776098904
キャベツ,20220502,942.2672994792138
キャベツ,20220506,939.9937503056748
キャベツ,20220507,939.9937503056748
キャベツ,20220509,939.9937503056748
キャベツ,20220510,939.6021846254753
キャベツ,20220512,939.6021846254753
キャベツ,20220513,939.8501653503987
キャベツ,20220514,939.9436517498198
キャベツ,20220516,939.2757837483645
キャベツ,20220517,939.2757837483645
キャベツ,20220519,935.6512989868033
キャベツ,20220520,935.6512989868033
キャベツ,20220521,935.1944264768896
キャベツ,20220523,934.5874116749455
キャベツ,20220524,934.5874116749455
キャベツ,20220526,934.5874116749455
キャベツ,20220527,934.6053991112291
キャベツ,20220528,934.6053991112291
キャベツ,20220530,934.6053991112291
キャベツ,20220531,934.6053991112291
レタス,20220502,1403.8675418548835
レタス,20220506,1403.8675418548835
レタス,20220507,1403.8675418548835
レタス,20220509,1387.102950944962
レタス,20220510,1385.8320426662785
レタス,20220512,1370.4541996922253
レタス,20220513,1368.1382124349077
レタス,20220514,1368.248223553411
レタス,20220516,1367.1431872018877
レタス,20220517,1365.574501871988
レタス,20220519,1362.7016170309969
レタス,20220520,1359.9540138275065
