kind,date,mode_price
だいこん,20220502,1039.1368056894726
だいこん,20220506,1039.1368056894726
だいこん,20220507,1034.4737598238132
だいこん,20220509,1033.7634119459333
だいこん,20220510,1033.7634119459333
だいこん,20220512,1036.7597750519826
だいこん,20220513,1036.7597750519826
だいこん,20220514,1033.5997460277122
だいこん,20220516,1033.5997460277122
だいこん,20220517,1033.5997460277122
だいこん,20220519,1033.5997460277122
だいこん,20220520,1033.5997460277122
だいこん,20220521,1033.5997460277122
だいこん,20220523,1033.5997460277122
だいこん,20220524,1033.5997460277122
だいこん,20220526,1033.5997460277122
だいこん,20220527,1034.9291653649645
だいこん,20220528,1034.9291653649645
だいこん,20220530,1029.29056461076
だいこん,20220531,1022.7514082734011
にんじん,20220502,1276.7703889471238
にんじん,20220506,1276.7703889471238
にんじん,20220507,1276.7703889471238
にんじん,20220509,1273.6004062437194
にんじん,20220510,1273.6004062437194
にんじん,20220512,1271.4682974771051
にんじん,20220513,1271.4682974771051
にんじん,20220514,1261.2528353596047
にんじん,20220516,1261.2528353596047
にんじん,20220517,1261.2528353596047
にんじん,20220519,1260.6459066487878
にんじん,20220520,1260.6459066487878
にんじん,20220521,1260.6459066487878
にんじん,20220523,1255.5975281432263
にんじん,20220524,1240.1164044659542
にんじん,20220526,1240.1164044659542
にんじん,20220527,1240.1164044659542
にんじん,20220528,1230.8752399313032
にんじん,20220530,1235.2915062290197
にんじん,20220531,1233.8228781647688
キャベツ,20220502,1133.1430822010996
キャベツ,20220506,1092.5517693773902
キャベツ,20220507,1092.5517693773902
キャベツ,20220509,1092.5517693773902
キャベツ,20220510,1092.5517693773902
キャベツ,20220512,1092.5517693773902
キャベツ,20220513,1092.5517693773902
キャベツ,20220514,1092.5517693773902
キャベツ,20220516,1092.5517693773902
キャベツ,20220517,1041.6705738068579
キャベツ,20220519,1027.3585782064547
キャベツ,20220520,1027.3585782064547
キャベツ,20220521,1027.3585782064547
キャベツ,20220523,1027.3585782064547
キャベツ,20220524,1027.3585782064547
キャベツ,20220526,1027.3585782064547
キャベツ,20220527,1027.3585782064547
キャベツ,20220528,1027.4596810983264
キャベツ,20220530,1027.4596810983264
キャベツ,20220531,1027.4596810983264
レタス,20220502,1380.4433512462322
レタス,20220506,1376.942127871395
レタス,20220507,1339.2578869897588
レタス,20220509,1328.50842918688
レタス,20220510,1321.310460603633
レタス,20220512,1311.8237529929577
レタス,20220513,1260.556901769007
レタス,20220514,1257.898652100791
レタス,20220516,1097.0529022970898
レタス,20220517,1097.0529022970898
レタス,20220519,1045.6804881055286
レタス,20220520,1045.6804881055286
レタス,20220521,1045.6804881055286
レタス,20220523,1045.7134333337794
レタス,20220524,1045.7134333337794
レタス,20220526,1044.9381288534767
レタス,20220527,1045.8417386007177
レタス,20220528,1053.0574233347875
レタス,20220530,1053.0574233347875
レタス,20220531,1076.7429806851826
はくさい,20220502,998.9089978150005
はくさい,20220506,991.7180097264688
はくさい,20220507,991.7180097264688
はくさい,20220509,991.7180097264688
はくさい,20220510,991.7180097264688
はくさい,20220512,991.7180097264688
はくさい,20220513,991.7180097264688
はくさい,20220514,991.7180097264688
はくさい,20220516,991.7180097264688
はくさい,20220517,991.7180097264688
はくさい,20220519,991.7180097264688
はくさい,20220520,991.7180097264688
はくさい,20220521,991.7180097264688
はくさい,20220523,1010.0800069376926
はくさい,20220524,1010.0800069376926
はくさい,20220526,1010.0800069376926
はくさい,20220527,1010.0800069376926
はくさい,20220528,1010.0800069376926
はくさい,20220530,1010.0800069376926
はくさい,20220531,1010.0800069376926
こまつな,20220502,94.0828500946273
こまつな,20220506,94.0828500946273
こまつな,20220507,94.0828500946273
こまつな,20220509,94.0828500946273
こまつな,20220510,94.32150100658109
こまつな,20220512,94.29773508006471
こまつな,20220513,94.29773508006471
こまつな,20220514,94.29773508006471
こまつな,20220516,94.29773508006471
こまつな,20220517,94.29773508006471
こまつな,20220519,93.5558264230703
こまつな,20220520,93.5558264230703
こまつな,20220521,93.5558264230703
こまつな,20220523,93.5558264230703
こまつな,20220524,92.951224043363
こまつな,20220526,92.46757887029462
こまつな,20220527,92.38428303579376
こまつな,20220528,92.38428303579376
こまつな,20220530,91.75138544110295
こまつな,20220531,91.66429804934279
ほうれんそう,20220502,78.85995515068196
ほうれんそう,20220506,78.85995515068196
ほうれんそう,20220507,78.85995515068196
ほうれんそう,20220509,78.85995515068196
ほうれんそう,20220510,78.85995515068196
ほうれんそう,20220512,78.85995515068196
ほうれんそう,20220513,78.85995515068196
ほうれんそう,20220514,78.85995515068196
ほうれんそう,20220516,79.46662314747257
ほうれんそう,20220517,81.98592161063569
ほうれんそう,20220519,81.98592161063569
ほうれんそう,20220520,81.95612828245339
ほうれんそう,20220521,81.95612828245339
ほうれんそう,20220523,82.1036755656278
ほうれんそう,20220524,81.64106796295569
ほうれんそう,20220526,81.57675802415763
ほうれんそう,20220527,81.57675802415763
ほうれんそう,20220528,81.57675802415763
ほうれんそう,20220530,81.14956685202257
ほうれんそう,20220531,81.14956685202257
ねぎ,20220502,1619.4625903619915
ねぎ,20220506,1623.5312884794278
ねぎ,20220507,1623.5312884794278
ねぎ,20220509,1623.5312884794278
ねぎ,20220510,1623.5312884794278
ねぎ,20220512,1623.1725347554623
ねぎ,20220513,1623.1725347554623
ねぎ,20220514,1623.1725347554623
ねぎ,20220516,1622.799088571853
ねぎ,20220517,1622.799088571853
ねぎ,20220519,1609.9486437995258
ねぎ,20220520,1609.9486437995258
ねぎ,20220521,1592.9088876333935
ねぎ,20220523,1550.6737694631556
ねぎ,20220524,1550.6737694631556
ねぎ,20220526,1550.6737694631556
ねぎ,20220527,1550.6737694631556
ねぎ,20220528,1550.6737694631556
ねぎ,20220530,1596.6082902798287
ねぎ,20220531,1567.398733201623
きゅうり,20220502,1167.585845412319
きゅうり,20220506,1176.112377937123
きゅうり,20220507,1184.8580587175575
きゅうり,20220509,1184.8580587175575
きゅうり,20220510,1184.8580587175575
きゅうり,20220512,1184.8580587175575
きゅうり,20220513,1185.5215476058622
きゅうり,20220514,1182.7301062802146
きゅうり,20220516,1182.7301062802146
きゅうり,20220517,1191.5034728068424
きゅうり,20220519,1191.5034728068424
きゅうり,20220520,1190.6119197085227
きゅうり,20220521,1190.6119197085227
きゅうり,20220523,1190.6119197085227
きゅうり,20220524,1190.6119197085227
きゅうり,20220526,1182.636675090231
きゅうり,20220527,1181.2142568510337
きゅうり,20220528,1181.2142568510337
きゅうり,20220530,1181.2142568510337
きゅうり,20220531,1181.2142568510337
トマト,20220502,1118.6208453702586
トマト,20220506,1106.2098601460282
トマト,20220507,1103.134055970212
トマト,20220509,1076.0549667468938
トマト,20220510,1073.63302094707
トマト,20220512,1052.5502173366215
トマト,20220513,1050.316588870411
トマト,20220514,1049.9643701925033
トマト,20220516,1049.9643701925033
トマト,20220517,1049.9643701925033
トマト,20220519,1049.9643701925033
トマト,20220520,1049.9643701925033
トマト,20220521,1049.9643701925033
トマト,20220523,1047.9404265486182
トマト,20220524,1047.7160068504952
トマト,20220526,1042.4180408526274
トマト,20220527,1040.0930560451357
トマト,20220528,1040.0930560451357
トマト,20220530,1039.8028014633587
トマト,20220531,1039.8028014633587
ピーマン,20220502,76.39872136745723
ピーマン,20220506,76.39872136745723
ピーマン,20220507,76.39872136745723
ピーマン,20220509,73.80960341508785
ピーマン,20220510,73.45534788418233
ピーマン,20220512,71.50719813342705
