kind,date,mode_price
だいこん,20220502,987.9554812113798
だいこん,20220506,987.9554812113798
だいこん,20220507,987.9554812113798
だいこん,20220509,987.3908384268265
だいこん,20220510,987.3908384268265
だいこん,20220512,983.503704600272
だいこん,20220513,983.503704600272
だいこん,20220514,983.1409711416132
だいこん,20220516,982.5664078898195
だいこん,20220517,982.0147235207027
だいこん,20220519,982.0147235207027
だいこん,20220520,981.0045386531777
だいこん,20220521,981.0045386531777
だいこん,20220523,980.2360461205944
だいこん,20220524,980.2360461205944
だいこん,20220526,980.2360461205944
だいこん,20220527,980.2360461205944
だいこん,20220528,980.2360461205944
だいこん,20220530,980.2360461205944
だいこん,20220531,980.2360461205944
にんじん,20220502,1404.5822280532993
にんじん,20220506,1404.5822280532993
にんじん,20220507,1404.5822280532993
にんじん,20220509,1404.5822280532993
にんじん,20220510,1404.5822280532993
にんじん,20220512,1404.5822280532993
にんじん,20220513,1404.5822280532993
にんじん,20220514,1398.1693123130378
にんじん,20220516,1398.1693123130378
にんじん,20220517,1398.1693123130378
にんじん,20220519,1397.1243925223641
にんじん,20220520,1397.3444844164462
にんじん,20220521,1397.3444844164462
にんじん,20220523,1395.3187677821354
にんじん,20220524,1389.4142073865703
にんじん,20220526,1387.83911423034
にんじん,20220527,1387.83911423034
にんじん,20220528,1387.83911423034
にんじん,20220530,1387.83911423034
にんじん,20220531,1387.83911423034
キャベツ,20220502,958.080376804956
キャベツ,20220506,958.080376804956
キャベツ,20220507,958.080376804956
キャベツ,20220509,958.080376804956
キャベツ,20220510,958.080376804956
キャベツ,20220512,958.080376804956
キャベツ,20220513,958.080376804956
キャベツ,20220514,958.080376804956
キャベツ,20220516,958.080376804956
キャベツ,20220517,958.080376804956
キャベツ,20220519,958.080376804956
キャベツ,20220520,958.080376804956
キャベツ,20220521,958.080376804956
キャベツ,20220523,958.080376804956
キャベツ,20220524,958.080376804956
キャベツ,20220526,958.080376804956
キャベツ,20220527,958.080376804956
キャベツ,20220528,958.080376804956
キャベツ,20220530,958.080376804956
キャベツ,20220531,958.080376804956
レタス,20220502,1606.4691187373548
レタス,20220506,1606.4691187373548
レタス,20220507,1606.4691187373548
レタス,20220509,1600.573471507516
レタス,20220510,1600.573471507516
レタス,20220512,1599.3726230481855
レタス,20220513,1599.3726230481855
レタス,20220514,1598.6534059901132
レタス,20220516,1595.9003584661434
レタス,20220517,1592.8595616440646
レタス,20220519,1589.2428130441076
レタス,20220520,1589.2428130441076
レタス,20220521,1589.2428130441076
レタス,20220523,1589.2428130441076
レタス,20220524,1588.1866641177978
レタス,20220526,1589.157315526564
レタス,20220527,1589.157315526564
レタス,20220528,1589.157315526564
レタス,20220530,1589.157315526564
レタス,20220531,1589.157315526564
はくさい,20220502,1099.6675856197041
はくさい,20220506,1099.6675856197041
はくさい,20220507,1099.6675856197041
はくさい,20220509,1096.067138722762
はくさい,20220510,1096.067138722762
はくさい,20220512,1096.067138722762
はくさい,20220513,1096.067138722762
はくさい,20220514,1096.067138722762
はくさい,20220516,1091.4836228868385
はくさい,20220517,1091.4836228868385
はくさい,20220519,1092.6511911366954
はくさい,20220520,1095.8348997123464
はくさい,20220521,1095.8348997123464
はくさい,20220523,1098.208239631872
はくさい,20220524,1098.208239631872
はくさい,20220526,1098.208239631872
はくさい,20220527,1098.208239631872
はくさい,20220528,1098.208239631872
はくさい,20220530,1098.208239631872
はくさい,20220531,1098.208239631872
こまつな,20220502,113.08784305085135
こまつな,20220506,113.35876282337604
こまつな,20220507,113.35876282337604
こまつな,20220509,113.46817296938393
こまつな,20220510,113.46817296938393
こまつな,20220512,113.46817296938393
こまつな,20220513,113.46817296938393
こまつな,20220514,113.46817296938393
こまつな,20220516,113.46817296938393
こまつな,20220517,113.46817296938393
こまつな,20220519,113.35130797249413
こまつな,20220520,113.35130797249413
こまつな,20220521,113.35130797249413
こまつな,20220523,113.35130797249413
こまつな,20220524,113.35130797249413
こまつな,20220526,112.38046404742586
こまつな,20220527,112.38046404742586
こまつな,20220528,112.65056000044987
こまつな,20220530,112.44718995497067
こまつな,20220531,112.44718995497067
ほうれんそう,20220502,98.89349621425883
ほうれんそう,20220506,98.63256013334437
ほうれんそう,20220507,98.63256013334437
ほうれんそう,20220509,98.55183494151213
ほうれんそう,20220510,98.55183494151213
ほうれんそう,20220512,98.65452313695978
ほうれんそう,20220513,98.65452313695978
ほうれんそう,20220514,98.65831205491217
ほうれんそう,20220516,98.84284221402864
ほうれんそう,20220517,98.77107739695452
ほうれんそう,20220519,98.77107739695452
